Name, Price
EVGA GeForce RTX 2080 Ti DirectX 12 11G-P4-2384-KR 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready XC HYBRID GAMING| 11GB GDDR6| HYBRID & RGB LED,€1.327.99
EVGA GeForce RTX 2070 XC BLACK EDITION GAMING| 08G-P4-2071-KR| 8GB GDDR6| Dual HDB Fans & RGB LED,€ 546.99
EVGA GeForce GTX 1660 XC Ultra GAMING| 06G-P4-1167-KR| 6GB GDDR5| Dual HDB Fans,€ 337.68
SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-36-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Cards,€ 359.61
MSI GeForce RTX 2080 DirectX 12 RTX 2080 VENTUS 8G OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€654.99 (3 Offers)
EVGA GeForce RTX 2060 GAMING| 06G-P4-2060-KR| 6GB GDDR6| HDB Fan,€311.99 (3 Offers)
EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,€39.99 (2 Offers)
ASRock Radeon RX 5700 DirectX 12 RX 5700 CHALLENGER D 8G OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,€ 341.99
GIGABYTE GeForce RTX 2070 DirectX 12 GV-N2070WF2-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,€ 485.48
EVGA GeForce RTX 2060 SC Ultra GAMING| 06G-P4-2067-KR| 6GB GDDR6| Dual HDB Fans,€330.99 (2 Offers)
EVGA GeForce GTX 1070 Ti SC GAMING 08G-P4-5671-KR 8GB GDDR5 ACX 3.0 & Black Edition,€ 678.97
EVGA GeForce RTX 2060 SC GAMING| 06G-P4-2062-KR| 6GB GDDR6| HDB Fan,€325.99 (2 Offers)
EVGA GeForce RTX 2060 SUPER SC ULTRA GAMING| 08G-P4-3067-KR| 8GB GDDR6| Dual HDB Fans| Metal Backplate,€403.34 (3 Offers)
MSI Radeon RX 5700 XT DirectX 12 RX 5700 XT GAMING X 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready CrossFireX Support Video Card,€426.99 (2 Offers)
EVGA GeForce RTX 2080 XC ULTRA GAMING| 08G-P4-2183-KR| 8GB GDDR6| Dual HDB Fans & RGB LED,€660.99 (4 Offers)
MSI GeForce RTX 2070 DirectX 12 RTX 2070 AERO 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€505.04 (2 Offers)
XFX Radeon RX 5700 XT DirectX 12 RX-57XT8MFD6 8GB 256-Bit GDDR6 PCI Express 4.0 Video Card,€374.62 (3 Offers)
EVGA GeForce RTX 2070 XC BLACK EDITION GAMING| 08G-P4-1171-KR| 8GB GDDR6| Dual HDB Fans,€477.99 (2 Offers)
EVGA GeForce RTX 2080 SUPER FTW3 HYBRID GAMING Video Card| 08G-P4-3288-KR| 8GB GDDR6| RGB LED Logo| iCX2 Technology| Metal Backplate,€775.83 (3 Offers)
GIGABYTE RTX 2080 TI TURBO GV-N208TTURBO-11GC Video Card,€1.390.37
ASRock Phantom Gaming Radeon RX 550 DirectX 12 RX550 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 (Uses x8) HDCP Ready Video Card,€ 81.99
EVGA GeForce GTX 1660 XC Black GAMING| 06G-P4-1161-KR| 6GB GDDR5| HDB Fan,€219.99 (3 Offers)
EVGA GeForce GT 710 DirectX 12 01G-P3-2711-KR 1GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,€57.29 (2 Offers)
XFX Radeon RX 5700 XT THICC II RX-57XT826D6 8GB 256-Bit GDDR6 PCI Express 4.0 Video Card,€ 398.99
ASUS Dual GeForce GTX 1060 DirectX 12 DUAL-GTX1060-O3G 3GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,€237.99 (2 Offers)
MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 4G OCV1 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,€ 161.99
EVGA GeForce RTX 2070 SUPER BLACK GAMING| 08G-P4-3071-KR| 8GB GDDR6,€492.99 (3 Offers)
EVGA GeForce RTX 2080 SUPER XC ULTRA GAMING Video Card| 08G-P4-3183-KR| 8GB GDDR6| RGB LED| Metal Backplate,€724.99 (3 Offers)
EVGA GeForce RTX 2070 SUPER XC ULTRA GAMING| 08G-P4-3173-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€518.99 (3 Offers)
ZOTAC GeForce GTX 1060 AMP!| ZT-P10600B-10M| 6GB GDDR5 Super Compact Dual-Fan IceStorm Cooling FREEZE Fan Stop,€ 269.99
EVGA 200 GeForce 210 DirectX 10.1 01G-P3-1312-LR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,€39.99 (2 Offers)
GIGABYTE GeForce GTX 1660 MINI ITX OC 6G Graphics Card| Mini ITX Form Factor| 6GB 192-Bit GDDR5| GV-N1660IXOC-6GD Video Card,€ 302.03
MSI GeForce GT 730 DirectX 12 N730-2GD3V3 2GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,€66.99 (2 Offers)
MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,€68.42 (2 Offers)
EVGA GeForce RTX 2080 XC2 ULTRA GAMING| 08G-P4-2187-KR| 8GB GDDR6| iCX2 & RGB LED,€715.17 (2 Offers)
MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 682.99
GIGABYTE AORUS GeForce GTX 1070 GV-N1070IXEB-8GD 8GB GDDR5 Gaming Box,€ 914.00
MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LP 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,€59.72 (2 Offers)
EVGA GeForce RTX 2080 Ti K|NGP|N GAMING| 11G-P4-2589-KR| 11GB GDDR6| iCX2 Technology| OLED Display| Metal Backplate,€1.696.99 (2 Offers)
EVGA GeForce GTX 1660 Ti SC ULTRA GAMING| 06G-P4-1667-KR| 6GB GDDR6| Dual Fan| Metal Backplate,€284.99 (3 Offers)
MSI GeForce RTX 2080 DirectX 12 RTX 2080 SEA HAWK EK X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 693.99
EVGA GeForce RTX 2070 SUPER FTW3 ULTRA GAMING| 08G-P4-3277-KR| 8GB GDDR6| iCX2 Technology| RGB LED| Metal Backplate,€559.99 (4 Offers)
EVGA GeForce RTX 2080 SUPER XC GAMING Video Card| 08G-P4-3182-KR| 8GB GDDR6| RGB LED| Metal Backplate,€706.99 (3 Offers)
EVGA GeForce RTX 2080 Ti XC2 ULTRA GAMING| 11G-P4-2387-KR| 11GB GDDR6| iCX2 & RGB LED,€1.226.99
XFX Radeon RX 560 2GB 128-Bit DDR5 PCI Express 3.0 Video Card| RX-560D2SFG5,€ 102.99
EVGA GeForce GTX 1660 SC ULTRA GAMING| 06G-P4-1067-KR| 6GB GDDR5| Dual Fan| Metal Backplate,€238.74 (2 Offers)
GIGABYTE Radeon RX 5700 8G Graphics Card| PCIe 4.0| 8GB 256-Bit GDDR6| GV-R57-8GD-B Video Card,€313.99 (2 Offers)
GIGABYTE GeForce GTX 1650 WINDFORCE OC 4G Graphics Card| 2 x WINDFORCE Fans| 4GB 128-Bit GDDR5| GV-N1650WF2OC-4GD Video Card,€169.43 (3 Offers)
MSI GeForce GTX 1660 DirectX 12 GTX 1660 GAMING X 6G 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€237.99 (3 Offers)
MSI GeForce GTX 1660 DirectX 12 GTX 1660 ARMOR 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€227.99 (3 Offers)
EVGA GeForce RTX 2070 XC BLACK GAMING Video Card| 08G-P4-2171-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€448.99 (2 Offers)
MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€ 352.99
EVGA GeForce GTX 1070 Ti GAMING 08G-P4-5670-KR 8GB GDDR5,€ 702.38
MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,€42.99 (2 Offers)
GIGABYTE GeForce GTX 1650 GAMING OC 4G Graphics Card| 2 x WINDFORCE Fans| 4GB 128-Bit GDDR5| GV-N1650GAMING OC-4GD Video Card,€ 169.78
PNY GeForce GTX 1070 Ti DirectX 12 VCGGTX1070T8PB-BB 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,€ 711.39
EVGA GeForce RTX 2080 SUPER FTW3 ULTRA GAMING Video Card| 08G-P4-3287-KR| 8GB GDDR6| iCX2 Technology| RGB LED| Metal Backplate,€ 784.99
EVGA GeForce GTX 1660 XC GAMING| 06G-P4-1163-KR| 6GB GDDR5| HDB Fan,€225.99 (3 Offers)
EVGA GeForce RTX 2080 SUPER BLACK GAMING| 08G-P4-3081-KR| 8GB GDDR6,€678.99 (3 Offers)
MSI GeForce GTX 1660 DirectX 12 GTX 1660 VENTUS XS 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€218.99 (3 Offers)
EVGA GeForce RTX 2080 Ti XC GAMING| 11G-P4-2382-KR| 11GB GDDR6| Dual HDB Fans & RGB LED,€1.183.99 (2 Offers)
ASUS Dual GeForce RTX 2080 Ti DirectX 12 DUAL-RTX2080TI-O11G 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,€1.132.59 (2 Offers)
GIGABYTE Radeon RX 560 14CU DirectX 12 GV-RX560OC-4GD REV2.0 4GB 128-Bit GDDR5 ATX Video Card,€135.99 (2 Offers)
MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,€88.99 (2 Offers)
MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€170.69 (3 Offers)
ASUS Radeon R7 240 DirectX 11.2 R7240-2GD3-L 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Low Profile Video Card,€78.99 (2 Offers)
MSI GeForce GT 710 DirectX 12 GT 710 2GD3 LP 2GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Card,€68.42 (2 Offers)
MSI Radeon RX 560 DirectX 12 RX 560 AERO ITX 2G OC 2GB 128-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,€ 99.99
GIGABYTE AORUS RTX 2080 TI 11GB DirectX 12 GV-N208TAORUSX W-11GC Video Card,€1.658.73
EVGA GeForce GT 1030 SC| 02G-P4-6333-KR| 2GB GDDR5| Low Profile,
EVGA GeForce RTX 2070 SUPER XC GAMING| 08G-P4-3172-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€508.99 (3 Offers)
GIGABYTE GeForce GT 1030 Low Profile 2GB| GV-N1030D5-2GL,€92.99 (3 Offers)
Sapphire Radeon RX 5700 XT 8GB GDDR6 PCI-E HDMI / TRIPLE DP (UEFI),€ 379.99
ASUS GeForce GTX 1050 Ti 4GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050Ti-4G),€191.64 (3 Offers)
GIGABYTE GeForce GT 1030 Slience Low Profile 2GB| GV-N1030SL-2GL,€93.38 (3 Offers)
GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI 2GB 64-Bit GDDR5 PCI Express x16 ATX Video Card,€91.99 (3 Offers)
MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,€ 105.18
EVGA GeForce RTX 2060 SUPER XC ULTRA GAMING| 08G-P4-3163-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€442.30 (3 Offers)
GIGABYTE AORUS GeForce RTX 2080 Ti XTREME WATERFORCE WB 11G Graphics Card| Pre-Installed Waterblock| 11GB 352-Bit GDDR6| GV-N208TAORUSX WB-11GC Video Card,€1.273.99
MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LPV1 1GB 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Low Profile Video Card,€ 59.72
EVGA GeForce GT 710 DirectX 12 02G-P3-2713-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,€64.99 (2 Offers)
Visiontek Radeon HD 5570 SFF 1GB DDR3 4M VHDCI DVI (4 x DVI-D)| 900345,€177.99 (2 Offers)
ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-O6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 393.99
MSI GeForce RTX 2080 GAMING X TRIO Video Card,€ 727.60
ASUS GeForce RTX 2080 Overclocked 8G GDDR6 Dual-Fan Edition VR Ready HDMI DP 1.4 USB Type-C Graphics Card (DUAL-RTX2080-O8G),€680.04 (5 Offers)
GIGABYTE GeForce GTX 1650 MINI ITX OC 4G Graphics Card| Mini ITX Form Factor| 4GB 128-Bit GDDR5| GV-N1650IXOC-4GD Video Card,€157.03 (2 Offers)
EVGA GeForce GTX 1650 XC Black GAMING Video Card| 04G-P4-1151-KR| 4GB GDDR5,€159.99 (3 Offers)
EVGA GeForce RTX 2070 SUPER GAMING| 08G-P4-3070-KR| 8GB GDDR6| RGB LED Logo,€501.99 (2 Offers)
PNY GeForce GTX 1060 DirectX 12 VCGGTX10606PB 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,€ 456.99
MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€407.99 (2 Offers)
CORN GTX750 Graphic Card 1GB 128 Bit DDR5 DirectX 11 Video Card GPU PCI Express3.0 16X DVI/VGA/HDMI,€ 58.99
ZOTAC GeForce GTX 1060 Mini| ZT-P10610A-10L| 3GB GDDR5 Super Compact,€161.99 (2 Offers)
EVGA GeForce GT 1030 SC| 02G-P4-6332-KR| 2GB GDDR5| Passive| Low Profile,€92.99 (3 Offers)
EVGA GeForce RTX 2060 SUPER XC GAMING| 08G-P4-3162-KR| 8GB GDDR6| Dual HDB Fans| RGB LED| Metal Backplate,€436.74 (3 Offers)
ASUS Radeon RX 550 DirectX 12 AREZ-PH-RX550-2G 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready CrossFireX Support Video Card,€ 129.66
ZOTAC GeForce GT 730 DirectX 12 (feature level 11_0) ZT-71115-20L 4GB 64-Bit DDR3 PCI Express 2.0 Zone Edition Video Card,€ 80.99
MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 Ti GAMING 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€288.80 (2 Offers)
ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710B-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! EXTREME Edition,€ 800.54
EVGA GeForce RTX 2080 FTW3 ULTRA HYDRO COPPER GAMING| 08G-P4-2289-KR| 8GB GDDR6| RGB LED| iCX2 Technology| Metal Backplate,€943.57 (2 Offers)
PNY GeForce RTX 2080 8GB XLR8 Gaming Overclocked Edition Graphics Card,€ 913.14
MSI GeForce GTX 1650 DirectX 12 GTX 1650 VENTUS XS 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€151.99 (2 Offers)
ASUS GeForce GT 710 2GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-2GD5-CSM),€65.99 (2 Offers)
GIGABYTE GeForce GTX 1050 DirectX 12 GV-N1050WF2OC-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,€ 220.99
VisionTek Radeon 5570 SFF 1GB DDR3 4M VHDCI VGA (4 x VGA) (900366),€179.45 (2 Offers)
ASUS GeForce GTX 1060 3GB Phoenix Fan Edition VR Ready HDMI DP DVI Graphics Card (PH-GTX1060-3G),€176.99 (3 Offers)
ASUS AREZ RX 560 O4G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O4G-EVO),€ 214.99
ASUS Turbo GeForce GTX 1070 Ti TURBO-GTX1070TI-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,€ 611.18
MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS XS 6G OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€324.99 (2 Offers)
SAPPHIRE PULSE Radeon RX 5700 XT 100416P8GL 8GB 256-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,€ 390.99
PowerColor RED DRAGON Radeon RX 590 DirectX 12 AXRX 590 8GBD5-DHD 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,€ 189.99
EVGA GeForce GTX 1650 XC GAMING Video Card| 04G-P4-1153-KR| 4GB GDDR5,€159.52 (2 Offers)
EVGA GeForce RTX 2080 Ti DirectX 12 11G-P4-2281-KR 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support BLACK EDITION GAMING Video Card| Dual HDB Fans & RGB LED,€1.046.99 (4 Offers)
EVGA GeForce RTX 2080 SUPER FTW3 HYDRO COPPER GAMING Video Card| 08G-P4-3289-KR| 8GB GDDR6| RGB LED| iCX2 Technology| Metal Backplate,€ 824.99
ASUS Radeon RX 560 2GB OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (RX560-O2G),€ 158.48
ASUS Radeon RX 580 O4G Dual-fan OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card (DUAL-RX580-O4G),€169.99 (2 Offers)
ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),€358.99 (2 Offers)
ZOTAC GAMING GeForce RTX 2080 Ti AMP 11GB GDDR6 352-bit Gaming Graphics Card| Active Fan Control| Metal Backplate| Spectra Lighting (ZT-T20810D-10P),€1.362.07
EVGA GeForce GTX 1650 SC ULTRA GAMING| 04G-P4-1057-KR| 4GB GDDR5| Dual Fan| Metal Backplate,€162.99 (2 Offers)
ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€ 826.65
Visiontek Radeon HD 5450 SFF 512MB DDR3 3M (3 x DVI-D)| 900344,€135.29 (2 Offers)
ZOTAC GAMING GeForce RTX 2070 AMP Extreme 8GB GDDR6 256-bit Graphics Card| IceStorm 2.0| Active Fan Control| Metal Wraparound Backplate| Spectra RGB LED Lighting (ZT-T20700B-10P),€ 557.40
ZOTAC GAMING GeForce RTX 2070 AMP Extreme Core 8GB GDDR6 256-bit Graphics Card| IceStorm 2.0| Active Fan Control| Metal Wraparound Backplate| Spectra RGB LED Lighting (ZT-T20700C-10P),€528.59 (2 Offers)
PNY GeForce GTX 1060 DirectX 12 VCGGTX10603PB 3GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,€ 253.99
PowerColor Radeon RX 5700 XT DirectX 12 AXRX 5700 XT 8GBD6-3DH 8GB 256-Bit GDDR6 PCI Express 4.0 CrossFireX Support ATX Video Card,€ 380.99
ASUS Dual GeForce GTX 1660 Ti DUAL-GTX1660TI-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€300.99 (3 Offers)
EVGA GeForce GTX 1650 XC Ultra GAMING Video Card| 04G-P4-1157-KR| 4GB GDDR5,€174.04 (2 Offers)
PNY GeForce GTX 1060 DirectX 12 VCGGTX10606XGPB-OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,€ 347.52
MSI GeForce RTX 2080 DirectX 12 RTX 2080 SEA HAWK X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,€ 783.43
ASUS Radeon RX 5700 XT PCIe 4.0 VR Ready Graphics Card with 8GB GDDR6 Memory and Support for up to 6 Monitors (RX5700XT-8G),€ 386.99
ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,€384.99 (3 Offers)
MSI GeForce GTX 1060 DirectX 12 GTX 1060 AERO ITX 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,€ 288.71
ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT TAICHI X 8G OC+ 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,€ 449.99
ASUS ROG Strix Radeon RX 590 ROG-STRIX-RX590-8G-GAMING 8GB 256-Bit GDDR5 HDCP Ready CrossFireX Support Video Card,€ 303.99
PNY GeForce GT 1030 2GB (VCGGT10302PB),€ 155.05
MSI GeForce RTX 2070 DirectX 12 RTX 2070 GAMING Z 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,€ 508.75
MSI Radeon RX 5700 XT DirectX 12 RX 5700 XT 8G 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,€ 419.62
Sapphire Radeon RX 5700 8GB GDDR6 PCI-E HDMI / TRIPLE DP (UEFI),
ASUS TUF Gaming X3 AMD Radeon RX 5700 XT Overclocked 8G GDDR6 HDMI DisplayPort Gaming Graphics Card (TUF 3-RX5700XT-O8G-GAMING),€ 398.99
